year,title,imdb_id,id,rating,runtime,release_date,original_language,Western,Romance,War,Crime,TV Movie,Foreign,History,Thriller,Action,Horror,Fantasy,Animation,Adventure,Mystery,Drama,Family,Music,Comedy,avg_cast_gender,directing_avg_gender,production_avg_gender,writing_avg_gender,original_title
1928,"Circus, The",0018773,1968,0,71,1928,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1.8888888888888888,2.0,,2.0,The Circus
1928,"Cameraman, The",0018742,1970,0,76,1928,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.875,2.0,2.0,2.0,The Cameraman
1928,"Steamboat Bill, Jr.",0019421,1971,0,70,1928,en,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1.8,2.0,2.0,2.0,"Steamboat Bill, Jr."
1928,"Racket, The",0019304,1972,0,84,1928,en,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.0,2.0,2.0,,The Racket
1928,A Girl in Every Port,0018937,1980,0,62,1928,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1.5384615384615383,,,2.0,A Girl in Every Port
1928,"Patsy, The",0019258,2013,3,78,1928,en,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1.5,2.0,1.5,1.0,The Patsy
1928,While the City Sleeps,0019571,2017,2,66,1928,en,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.8333333333333333,2.0,,,While the City Sleeps
1928,"Man Who Laughs, The",0019130,2021,2,110,1928,en,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1.6666666666666667,2.0,,2.0,The Man Who Laughs
1928,"Crowd, The",0018806,5912,1,104,1928,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.8,2.0,2.0,2.0,The Crowd
1928,"Docks of New York, The",0018839,5984,2,76,1928,en,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.6666666666666667,2.0,2.0,2.0,The Docks of New York
1928,Our Dancing Daughters,0019237,9314,2,84,1928,en,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.5,2.0,2.0,1.0,Our Dancing Daughters
1929,"Cocoanuts, The",0019777,1953,2,96,1929,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.6666666666666667,2.0,,,The Cocoanuts
1929,Pandora&#39;s Box (Die B&uuml;chse der Pandora),0018737,2324,3,109,1929,de,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1.5,2.0,,,Die Büchse der Pandora
1929,Blackmail,0019702,5979,2,84,1929,en,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1.8571428571428572,2.0,2.0,2.0,Blackmail
1929,Juno and the Paycock [The Shame of Mary Boyle],0021015,7287,3,85,1930,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.7142857142857142,2.0,2.0,1.5,Juno and the Paycock
1929,Broadway Melody,0019729,8464,3,100,1929,en,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1.5555555555555556,2.0,2.0,,The Broadway Melody
1930,"Blue Angel, The",0020697,1315,1,108,1930,de,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.8888888888888888,2.0,2.0,2.0,Der blaue Engel
1930,All Quiet on the Western Front,0020629,1316,0,133,1930,en,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.8571428571428572,,2.0,2.0,All Quiet on the Western Front
1930,Anna Christie,0020641,1326,3,89,1930,en,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.6,2.0,,1.0,Anna Christie
1930,Ladies of Leisure,0021040,3713,3,99,1930,en,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.7142857142857142,2.0,2.0,2.0,Ladies of Leisure
1930,L&#39;Age d&#39;Or,0021577,3871,0,63,1930,fr,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1.8333333333333333,2.0,,2.0,L'âge d'or
1930,Morocco,0021156,3865,1,92,1930,en,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.75,2.0,2.0,2.0,Morocco
1930,Min and Bill,0021148,3927,3,66,1930,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1.6666666666666667,,,1.5,Min and Bill
1930,"Bat Whispers, The",0020668,6782,3,83,1930,en,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1.8333333333333333,2.0,2.0,2.0,The Bat Whispers
1930,Murder!,0021165,7291,3,104,1930,en,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1.6666666666666667,2.0,2.0,1.5,Murder!
1930,Animal Crackers,0020640,8463,3,97,1930,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.75,2.0,,,Animal Crackers
1931,M,0022100,610,3,117,1931,de,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1.8571428571428572,2.0,,1.5,M
1931,M&auml;dchen in Uniform,0022183,628,3,88,1931,de,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,1.5,2.0,,Mädchen in Uniform
1931,Night Nurse,0022208,636,3,72,1931,en,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1.5555555555555556,2.0,,1.5,Night Nurse
1931,Frankenstein,0021884,1317,1,71,1931,en,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1.6428571428571428,2.0,2.0,1.6,Frankenstein
1931,Mata Hari,0023196,1333,3,89,1931,en,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1.6666666666666667,2.0,2.0,2.0,Mata Hari
1931,Tabu: A Story of the South Seas,0022458,1633,0,84,1931,en,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1.0,2.0,2.0,2.0,Tabu
1931,"Last Flight, The",0022054,1956,0,76,1931,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.875,,,2.0,The Last Flight
1931,Dracula,0021814,1985,2,72,1931,en,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.7142857142857142,2.0,2.0,2.0,Dracula
1931,Monkey Business,0022158,2384,1,77,1931,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.7142857142857142,2.0,,,Monkey Business
1931,City Lights,0021749,2705,3,87,1931,en,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1.7857142857142858,2.0,2.0,2.0,City Lights
1931,"Smiling Lieutenant, The",0022074,4243,2,93,1931,en,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.6666666666666667,2.0,2.0,2.0,The Smiling Lieutenant
1931,"Public Enemy, The",0022286,5934,3,83,1931,en,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1.5714285714285714,2.0,2.0,2.0,The Public Enemy
1931,La Chienne,0021739,6030,3,91,1931,fr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.6666666666666667,2.0,2.0,2.0,La Chienne
1931,A Nous la Liberte,0022599,6031,1,104,1931,fr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.0,2.0,,2.0,À Nous la Liberté
1931,Little Caesar,0021079,6043,1,79,1931,en,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1.8,2.0,2.0,2.0,Little Caesar
1931,"Skin Game, The",0022395,7294,3,77,1931,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.75,2.0,2.0,1.5,The Skin Game
1931,Rich and Strange [East of Shanghai],0023395,7296,2,83,1931,en,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1.5,2.0,2.0,1.75,Rich and Strange
1931,Cimarron,0021746,8467,3,123,1931,en,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.7272727272727273,2.0,2.0,1.5,Cimarron
1931,Skippy,0022397,9095,3,85,1931,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1.4,2.0,,2.0,Skippy
1931,"Champ, The",0021730,9110,1,86,1931,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.7777777777777777,2.0,2.0,1.0,The Champ
1932,I Am a Fugitive from a Chain Gang,0023042,1318,1,93,1932,en,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.8529411764705883,2.0,2.0,2.0,I Am a Fugitive from a Chain Gang
1932,Grand Hotel,0022958,1328,3,112,1932,en,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.75,,,,Grand Hotel
1932,Horse Feathers,0023027,2383,1,68,1932,en,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.8,2.0,2.0,,Horse Feathers
1932,White Zombie,0023694,2550,0,67,1932,en,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.0,,,,White Zombie
1932,Boudu Saved from Drowning,0022718,2767,1,85,1932,fr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.0,2.0,,,Boudu sauvé des eaux
1932,"Most Dangerous Game, The",0023238,3658,0,63,1932,en,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1.875,2.0,2.0,2.0,The Most Dangerous Game
1932,Freaks,0022913,3659,2,64,1932,en,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1.4545454545454546,2.0,2.0,2.0,Freaks
1932,Island of Lost Souls,0024188,3844,1,70,1932,en,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1.7777777777777777,,,2.0,Island of Lost Souls
1932,"Old Dark House, The",0023293,4775,3,72,1932,en,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1.5,2.0,2.0,2.0,The Old Dark House
1932,Vampyr,0023649,5910,3,73,1932,de,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1.6666666666666667,2.0,2.0,2.0,Vampyr - Der Traum des Allan Grey
1932,Shanghai Express,0023458,5929,3,80,1932,en,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.6666666666666667,2.0,,2.0,Shanghai Express
1932,Three on a Match,0023590,6051,3,63,1932,en,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.6,2.0,2.0,2.0,Three on a Match
1932,Love Me Tonight,0023158,6052,2,104,1932,en,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.6666666666666667,2.0,2.0,2.0,Love Me Tonight
1932,Scarface,0023427,6063,1,90,1932,en,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1.8,2.0,2.0,2.0,Scarface
1932,Red-Headed Woman,0023385,6092,3,79,1932,en,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.6363636363636365,2.0,,1.0,Red-Headed Woman
1932,"Death Kiss, The",0023935,6176,1,75,1932,en,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1.8333333333333333,2.0,,,The Death Kiss
1932,"Blue Light (Das Blaue Licht), The",0022694,6990,1,85,1932,de,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1.0,1.0,1.0,1.5,Das blaue Licht
1932,Number 17,0023285,7301,0,63,1932,en,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1.7777777777777777,2.0,,1.5,Number Seventeen
1932,"Bitter Tea of General Yen, The",0023814,10705,3,88,1933,en,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.5555555555555556,,2.0,2.0,The Bitter Tea of General Yen
1933,Footlight Parade,0024028,802,3,104,1933,en,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.6153846153846154,2.0,2.0,2.0,Footlight Parade
1933,Queen Christina,0024481,1330,3,99,1933,en,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1.826086956521739,2.0,2.0,2.0,Queen Christina
1933,"Private Life of Henry VIII., The",0024473,1248,1,97,1933,en,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1.6,2.0,2.0,2.0,The Private Life of Henry VIII
1933,King Kong,0024216,2229,0,100,1933,en,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1.9090909090909092,2.0,2.0,2.0,King Kong
1933,Little Women,0024264,2231,3,115,1933,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1.3333333333333333,,2.0,1.3333333333333333,Little Women
1933,Alice in Wonderland,0023753,3188,3,76,1933,en,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1.6842105263157894,2.0,,2.0,Alice in Wonderland
1933,"Vampire Bat, The",0024727,3210,3,64,1933,en,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1.8,,,2.0,The Vampire Bat
1933,42nd Street,0024034,4335,3,89,1933,en,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.7272727272727273,2.0,2.0,2.0,42nd Street
1933,Duck Soup,0023969,5185,1,68,1933,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.826086956521739,2.0,2.0,,Duck Soup
1933,Gold Diggers of 1933,0024069,5916,3,97,1933,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.5789473684210529,2.0,2.0,2.0,Gold Diggers of 1933
1933,Female,0024008,6056,3,60,1933,en,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.7142857142857142,2.0,2.0,,Female
1933,A Study in Scarlet,0024625,6193,3,72,1933,en,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1.5,2.0,,2.0,A Study in Scarlet
1933,"Invisible Man, The",0024184,7450,1,71,1933,en,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.8333333333333333,2.0,2.0,2.0,The Invisible Man
1933,Baby Face,0023775,7528,3,71,1933,en,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.7,2.0,2.0,2.0,Baby Face
1933,Design for Living,0023940,8346,1,91,1933,en,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.6470588235294117,2.0,2.0,2.0,Design for Living
1933,Cavalcade,0023876,8477,3,110,1933,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.2,2.0,,2.0,Cavalcade
1933,She Done Him Wrong,0024548,10702,2,66,1933,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.75,,,2.0,She Done Him Wrong
1933,Sons of the Desert,0024601,10714,3,68,1933,en,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1.7272727272727273,2.0,2.0,2.0,Sons of the Desert
1934,It Happened One Night,0025316,621,3,105,1934,en,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.8461538461538465,,2.0,2.0,It Happened One Night
1934,"Cat&#39;s-Paw, The",0024961,1324,1,102,1934,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.8333333333333333,2.0,,2.0,The Cat's-Paw
1934,"Scarlet Empress, The",0025746,1325,3,104,1934,en,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1.6666666666666667,2.0,2.0,,The Scarlet Empress
1934,"Painted Veil, The",0025617,1329,1,85,1934,en,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.6363636363636365,2.0,,2.0,The Painted Veil
1934,"Count of Monte Cristo, The",0025004,1246,1,113,1934,en,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1.7272727272727273,2.0,,2.0,The Count of Monte Cristo
1934,Cleopatra,0024991,1270,1,100,1934,en,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.7142857142857142,2.0,2.0,2.0,Cleopatra
1934,Of Human Bondage,0025586,1379,1,83,1934,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.5714285714285714,2.0,2.0,2.0,Of Human Bondage
1934,L&#39;atalante,0024844,1795,0,89,1934,fr,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.5,2.0,,2.0,L'Atalante
1934,"Lost Patrol, The",0025423,1969,0,73,1934,en,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.0,,2.0,2.0,The Lost Patrol
1934,Anne of Green Gables,0024831,5319,3,78,1934,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1.4166666666666667,,,,Anne of Green Gables
1934,Evelyn Prentice,0025091,6772,3,79,1934,en,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1.375,2.0,2.0,1.5,Evelyn Prentice
1934,"Man Who Knew Too Much, The",0025452,7304,3,75,1934,en,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1.875,2.0,2.0,2.0,The Man Who Knew Too Much
1934,Imitation of Life,0025301,7999,3,111,1934,en,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.625,2.0,2.0,2.0,Imitation of Life
1934,It&#39;s a Gift,0025318,10824,3,68,1934,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.6923076923076923,2.0,2.0,2.0,It's a Gift
1935,Top Hat,0027125,595,2,101,1935,en,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.5,2.0,2.0,2.0,Top Hat
1935,"39 Steps, The",0026029,1242,3,86,1935,en,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1.5833333333333333,1.5,2.0,2.0,The 39 Steps
1935,Anna Karenina,0026071,1261,2,95,1935,en,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.5714285714285714,2.0,,2.0,Anna Karenina
1935,Mutiny on the Bounty,0026752,1361,1,132,1935,en,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1.8421052631578947,2.0,2.0,2.0,Mutiny on the Bounty
1935,Naughty Marietta,0026768,1685,3,105,1935,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.4,2.0,,1.6666666666666667,Naughty Marietta
1935,Roberta,0026942,2362,3,106,1935,en,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.5833333333333333,2.0,2.0,2.0,Roberta
1935,Magnificent Obsession,0026667,2756,3,112,1935,en,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.7272727272727273,2.0,2.0,1.5,Magnificent Obsession
1935,A Night At The Opera,0026778,3881,1,96,1935,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.8888888888888888,2.0,2.0,,A Night at the Opera
1935,"Bride of Frankenstein, The",0026138,3891,3,75,1935,en,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.6666666666666667,2.0,2.0,2.0,Bride of Frankenstein
1935,Mad Love,0026663,7998,2,68,1935,en,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1.7272727272727273,2.0,2.0,2.0,Mad Love
1936,Swing Time,0028333,596,1,103,1936,en,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.5714285714285714,2.0,2.0,2.0,Swing Time
1936,Modern Times,0027977,1323,0,87,1936,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1.9090909090909092,2.0,2.0,2.0,Modern Times
1936,"Charge of the Light Brigade, The",0027438,1237,1,115,1936,en,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1.8666666666666667,,,,The Charge of the Light Brigade
