id,imdb_id,runtime,release_date,original_language,Western,Romance,War,Crime,TV Movie,Western,Foreign,History,Thriller,Action,Horror,Fantasy,Animation,Adventure,Mystery,Drama,Family,Music,Comedy,avg_cast_gender,directing_avg_gender,production_avg_gender,writing_avg_gender
687,tt0112818,122.0,1995,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.6774193548387097,1.75,1.8888888888888888,1.5
139405,tt0112286,51.0,1995,en,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,2.0,2.0,1.5,
33689,tt0113442,101.0,1995,en,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1.3333333333333333,2.0,,
9603,tt0112697,97.0,1995,en,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1.5,1.0,1.5,1.0
34615,tt0112749,106.0,1995,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.6666666666666667,,,2.0
31174,tt0114279,104.0,1995,en,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.8235294117647058,2.0,,2.0
11443,tt0112819,119.0,1995,en,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1.7692307692307692,2.0,2.0,2.0
35196,tt0114272,117.0,1995,en,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.7,2.0,,
9312,tt0113855,101.0,1995,en,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1.8571428571428572,1.5,1.6666666666666667,
577,tt0114681,106.0,1995,en,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1.5833333333333333,2.0,1.5,1.0
11861,tt0113347,116.0,1995,en,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.3870967741935485,1.0,1.1428571428571428,1.0
807,tt0114369,127.0,1995,en,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1.8421052631578947,2.0,1.5333333333333334,2.0
10530,tt0114148,81.0,1995,en,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1.7857142857142858,2.0,2.0,1.6666666666666667
8391,tt0114916,96.0,1995,en,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.6666666666666667,1.0,1.5,1.0
629,tt0114814,106.0,1995,en,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1.8666666666666667,2.0,1.4444444444444444,2.0
117164,tt0109950,93.0,1994,en,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1.6666666666666667,2.0,,
11448,tt0113819,95.0,1995,en,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.6363636363636365,1.5,1.5,2.0
49133,tt0110299,116.0,1994,it,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2.0,2.0,,2.0
26441,tt0112499,100.0,1995,en,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1.8,1.0,,1.0
97406,tt0113158,115.0,1995,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.75,2.0,,
124057,tt0113541,89.0,1997,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,2.0,,2.0
9089,tt0113321,103.0,1995,en,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1.5,1.0,1.0,2.0
11010,tt0110877,108.0,1994,it,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1.8,2.0,2.0,2.0
99040,tt0112714,100.0,1995,fr,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1.5,2.0,,2.0
11359,tt0113419,96.0,1995,en,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1.7777777777777777,2.0,1.3333333333333333,1.0
17182,tt0116260,101.0,1996,en,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1.4705882352941178,1.5,1.6666666666666667,1.5
2054,tt0113862,137.0,1995,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1.5333333333333334,2.0,1.8888888888888888,2.0
10607,tt0116126,89.0,1996,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.5833333333333333,2.0,2.0,2.0
19760,tt0118002,96.0,1996,en,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.6,2.0,,2.0
9536,tt0115683,88.0,1996,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.5,2.0,2.0,
11525,tt0116839,92.0,1996,en,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.6666666666666667,2.0,2.0,2.0
40628,tt0114753,85.0,1995,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1.75,2.0,,2.0
4482,tt0113149,95.0,1995,fr,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.5,1.0,2.0,1.0
10634,tt0113118,91.0,1995,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.6470588235294117,2.0,,2.0
755,tt0116367,108.0,1996,en,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1.736842105263158,2.0,1.7272727272727273,2.0
11859,tt0113010,91.0,1995,en,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1.7647058823529411,2.0,1.5,
28387,tt0113537,96.0,1995,en,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1.6470588235294117,2.0,,2.0
48750,tt0113828,175.0,1995,fr,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1.6666666666666667,2.0,,2.0
20927,tt0115644,87.0,1996,en,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.5263157894736843,2.0,1.5,2.0
36929,tt0115676,90.0,1996,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1.7142857142857142,2.0,,2.0
9102,tt0114367,108.0,1995,en,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.7142857142857142,2.0,1.4,2.0
124626,tt0113973,70.0,1995,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,,,
27526,tt0112744,111.0,1995,en,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1.5714285714285714,2.0,2.0,2.0
9623,tt0116731,118.0,1996,en,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1.7692307692307692,2.0,2.0,2.0
400,tt0114660,116.0,1995,en,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.7142857142857142,2.0,1.5,2.0
880,tt0112379,102.0,1995,nl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1.25,,2.0,
146599,tt0114039,115.0,1996,en,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.5,2.0,,
188588,tt0113612,108.0,1995,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5333333333333334,2.0,,
8447,tt0112365,118.0,1995,en,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.4285714285714286,,1.0,
10534,tt0118158,129.0,1996,en,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1.9333333333333333,2.0,2.0,2.0
17414,tt0116151,88.0,1996,en,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1.6666666666666667,,,2.0
13997,tt0115697,87.0,1996,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.9230769230769231,,,2.0
2086,tt0113972,90.0,1995,en,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1.6666666666666667,2.0,1.5,2.0
61548,tt0113490,91.0,1995,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.8,2.0,1.8,
9095,tt0117002,104.0,1996,en,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1.6666666666666667,,1.3333333333333333,2.0
12158,tt0114825,100.0,1995,en,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1.75,2.0,1.6666666666666667,2.0
9283,tt0115639,112.0,1996,en,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1.5555555555555556,1.5,1.6666666666666667,2.0
9208,tt0115759,108.0,1996,en,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1.9285714285714286,2.0,2.0,2.0
40154,tt0113403,99.0,1995,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.6666666666666667,2.0,,2.0
406,tt0113247,98.0,1995,fr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.9166666666666667,2.0,2.0,2.0
45549,tt0111173,105.0,1994,en,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1.7333333333333334,2.0,,2.0
63076,tt0113283,106.0,1995,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6666666666666667,2.0,2.0,
11062,tt0115907,111.0,1996,en,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1.8571428571428572,2.0,2.0,2.0
13685,tt0115734,91.0,1996,en,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1.8333333333333333,2.0,1.625,2.0
47475,tt0117102,96.0,1996,en,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.375,2.0,,
2045,tt0118040,106.0,1996,en,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1.625,2.0,1.5,
9614,tt0116483,92.0,1996,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.9090909090909092,2.0,2.0,2.0
688,tt0112579,135.0,1995,en,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.4285714285714286,2.0,1.5,2.0
11907,tt0110251,104.0,1994,de,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1.5,1.0,,1.0
10874,tt0117110,100.0,1996,en,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1.8571428571428572,2.0,2.0,2.0
96357,tt0113276,110.0,1995,en,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.875,,2.0,
197,tt0112573,177.0,1995,en,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1.9666666666666666,2.0,1.8571428571428572,2.0
103,tt0075314,114.0,1976,en,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.7272727272727273,1.6666666666666667,1.25,
33542,tt0113326,91.0,1995,cn,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1.75,2.0,,
43566,tt0115645,108.0,1996,en,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1.6923076923076923,2.0,,2.0
71754,tt0113774,114.0,1995,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.4,2.0,1.75,2.0
43612,tt0112556,106.0,1995,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.8,2.0,2.0,1.0
16934,tt0115033,99.0,1995,en,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1.7692307692307692,,1.0,
10324,tt0116606,92.0,1996,en,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.5,2.0,,2.0
78406,tt0114536,113.0,1995,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1.6666666666666667,2.0,,2.0
55731,tt0117427,100.0,1996,en,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,1.7,2.0,,2.0
32119,tt0106473,90.0,1992,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.0,2.0,,
11066,tt0103859,117.0,1992,en,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.5,2.0,2.0,2.0
11104,tt0109424,102.0,1994,cn,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1.4,2.0,,2.0
2074,tt0116324,92.0,1996,en,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.5,1.5,1.5,2.0
27793,tt0110647,95.0,1994,en,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.6153846153846154,2.0,2.0,2.0
110972,tt0114131,95.0,1996,en,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.625,1.5,2.0,2.0
32622,tt0112364,99.0,1995,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1.3333333333333333,1.0,1.5,1.0
73067,tt0113107,101.0,1995,it,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.8333333333333333,2.0,,
11863,tt0113451,95.0,1995,en,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1.7894736842105263,,2.0,
55475,tt0114015,102.0,1995,es,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2.0,2.0,,2.0
9101,tt0116130,92.0,1996,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.8717948717948718,1.5,1.4285714285714286,2.0
123360,tt0113125,97.0,1995,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,,1.0,
5757,tt0113756,86.0,1995,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.5,2.0,2.0,2.0
39428,tt0113952,91.0,1995,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.4545454545454546,2.0,,2.0
9302,tt0118055,119.0,1996,en,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.6363636363636365,2.0,2.0,
11000,tt0115685,117.0,1996,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.7,2.0,2.0,1.0
249882,tt0113200,125.0,1995,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.8,,,2.0
16388,tt0112585,98.0,1995,en,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1.3333333333333333,2.0,2.0,2.0
9737,tt0112442,118.0,1995,en,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1.6666666666666667,2.0,1.8,2.0
30765,tt0112342,81.0,1995,en,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1.75,2.0,,2.0
10474,tt0112461,102.0,1995,en,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.7777777777777777,1.5,1.5,
22279,tt0112427,113.0,1995,en,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1.625,2.0,1.3333333333333333,
30157,tt0109093,105.0,1994,en,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1.5,2.0,1.75,2.0
568,tt0112384,140.0,1995,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.76,1.6666666666666667,1.5,2.0
11780,tt0114287,139.0,1995,en,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.6666666666666667,2.0,2.0,2.0
34996,tt0112288,82.0,1995,en,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1.5,2.0,,2.0
414,tt0112462,121.0,1995,en,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1.7333333333333334,2.0,1.6666666666666667,2.0
649,tt0061395,101.0,1967,fr,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.6923076923076923,2.0,2.0,2.0
1873,tt0112495,100.0,1995,en,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1.5,2.0,1.6666666666666667,2.0
5894,tt0112541,83.0,1995,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.6842105263157894,2.0,1.8333333333333333,2.0
1775,tt0109370,91.0,1995,en,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1.9333333333333333,2.0,,2.0
8839,tt0112642,100.0,1995,en,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1.7916666666666667,1.0,1.8,1.0
20649,tt0112688,128.0,1995,en,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1.9310344827586208,2.0,,2.0
10329,tt0112715,109.0,1995,en,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,1.7777777777777777,2.0,1.6666666666666667,2.0
8963,tt0112740,116.0,1995,en,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,2.0,2.0,1.8333333333333333,2.0
26564,tt0109508,119.0,1994,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6666666666666667,,1.5,
8068,tt0112851,104.0,1995,en,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1.8333333333333333,2.0,1.75,2.0
8512,tt0112857,102.0,1995,en,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1.8181818181818181,,1.5,2.0
1572,tt0112864,128.0,1995,en,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1.75,2.0,1.8571428571428572,2.0
13552,tt0112887,80.0,1995,en,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1.7,2.0,1.6,2.0
259209,tt0113044,116.0,1995,en,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.6666666666666667,2.0,2.0,2.0
6520,tt0113071,134.0,1995,en,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1.8181818181818181,2.0,1.6,2.0
9073,tt0113114,95.0,1995,en,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.7,,1.0,1.5
10428,tt0113243,107.0,1995,en,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1.8421052631578947,1.5,1.5,2.0
17447,tt0113464,92.0,1995,en,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1.5,2.0,2.0,2.0
9886,tt0113481,97.0,1995,en,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1.8,2.0,2.0,2.0
9482,tt0113492,96.0,1995,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8235294117647058,2.0,1.75,2.0
19326,tt0113500,88.0,1995,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1.6875,2.0,,1.3333333333333333
9344,tt0113540,91.0,1995,en,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.6666666666666667,2.0,2.0,
9071,tt0113677,89.0,1995,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1.6666666666666667,2.0,,2.0
8973,tt0113690,119.0,1995,en,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1.6470588235294117,2.0,2.0,2.0
15730,tt0107447,100.0,1993,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1.7,2.0,,
47608,tt0113729,95.0,1995,en,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1.6363636363636365,1.0,2.0,1.0
2293,tt0113749,94.0,1995,en,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.7222222222222223,2.0,2.0,2.0
9070,tt0113820,92.0,1995,en,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1.7,2.0,1.75,2.0
68274,tt0113851,100.0,1995,en,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1.1428571428571428,2.0,,
48787,tt0110604,95.0,1995,en,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2.0,2.0,,2.0
34574,tt0110620,93.0,1994,en,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1.6666666666666667,2.0,1.5714285714285714,2.0
1642,tt0113957,114.0,1995,en,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1.75,2.0,2.0,2.0
11472,tt0113986,103.0,1995,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.4,2.0,1.5714285714285714,2.0
36196,tt0114095,94.0,1995,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.7142857142857142,1.0,1.0,1.0
11980,tt0114194,98.0,1995,en,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1.7142857142857142,2.0,2.0,2.0
58372,tt0114241,91.0,1995,en,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1.6666666666666667,1.5,1.5,2.0
32646,tt0114323,119.0,1995,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.4545454545454546,2.0,1.0,2.0
10533,tt0114345,135.0,1995,en,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1.5555555555555556,,2.0,2.0
10802,tt0114436,128.0,1995,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.5,2.0,2.0,
10149,tt0114478,112.0,1995,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1.7692307692307692,2.0,2.0,2.0
18402,tt0114496,106.0,1995,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.3636363636363635,2.0,1.0,1.0
9348,tt0114508,108.0,1995,en,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1.6226415094339623,2.0,1.625,2.0
